seed,regime,description,method,accepted,false_accept,true_accept,validation_effect,heldout_effect,matched_effect,decisive_gate
36,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16280058934904343,0.1490516129202853,0.12884905306812788,none
36,true_stable,stable after matching,VeraDM,1,0,1,0.1625898125490892,0.14998193836405546,0.12132659898060257,none
37,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16323563682387432,0.18025329436010207,0.0077333081039399785,counterfactual
37,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17408500623856324,0.1476280531839256,-0.0008188917393597646,counterfactual
37,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19951862696197648,-0.01988020619599664,0.029786671445156974,heldout
37,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20930324863227612,0.010404241401955361,0.008987428327217724,heldout
37,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1399739973703709,0.15327594120621185,0.11946673427966542,none
37,true_stable,stable after matching,VeraDM,1,0,1,0.14816133428184752,0.15876547622282805,0.13872851542069345,none
38,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18351975949210317,0.13514481450172477,-0.0016711449553554196,counterfactual
38,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1862965256225266,0.16678121588002748,0.002156142222545224,counterfactual
38,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2139547366141493,-0.00121832215912745,0.014943102548438517,heldout
38,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20939190123666754,0.01901968879964284,0.011249645735355251,heldout
38,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15339743751726925,0.17108969986345884,0.1275678858964955,none
38,true_stable,stable after matching,VeraDM,1,0,1,0.15864394655846598,0.17250590116871328,0.13036331446456229,none
39,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18782151854461698,0.1891146521829923,-0.006572042021816338,counterfactual
39,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.15985221493298477,0.1654377281378732,0.0008025336216483106,counterfactual
39,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19686826745959035,0.0130725444785086,0.012670211335828241,heldout
39,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2061125884857979,0.012953510904943951,0.023443885776840104,heldout
39,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15683791038161593,0.1335537976555582,0.13118690733234328,none
39,true_stable,stable after matching,VeraDM,1,0,1,0.16903681562359482,0.14896934885897395,0.11989636811937374,none
40,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18504481206277906,0.18141458859878273,0.010059358306986203,counterfactual
40,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18064478823361546,0.1713095662722706,-0.003180509490516466,counterfactual
40,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2154315023541576,0.025108187318646138,0.016884394537577705,heldout
40,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.19169193689283,0.007381183489226761,0.018956591231185625,heldout
40,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15214097431863366,0.15317548177133475,0.14011442705549743,none
40,true_stable,stable after matching,VeraDM,1,0,1,0.16520819121206523,0.16217390665273237,0.1203542192629926,none
41,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17952146191473686,0.1497172998168571,0.006149541026899053,counterfactual
41,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17957596407833104,0.18097385408148042,0.0009104134923985012,counterfactual
41,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21108895849841613,0.011833747159090701,0.014473676420969542,heldout
41,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20642060967338371,0.013016181591433815,0.025484706557026972,heldout
41,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14630046278083203,0.15086099575420006,0.11917628140478914,none
41,true_stable,stable after matching,VeraDM,1,0,1,0.16206133403700673,0.14645691646394357,0.1278354613374073,none
42,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18395695445003898,0.1610972857662532,0.0006098132161206627,counterfactual
42,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.19489072303056265,0.16139295784399327,0.005862641042636582,counterfactual
42,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20654293151946085,0.012233787234580764,0.021063596241706846,heldout
42,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.19929492567525697,0.016911550518226494,0.03617030157840688,heldout
42,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16261344404077038,0.14237286552491252,0.12955198278892227,none
42,true_stable,stable after matching,VeraDM,1,0,1,0.15449535632111513,0.1508539390099538,0.1398114537586298,none
43,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1796916722316206,0.18403454982371587,0.008714608736360681,counterfactual
43,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16901528703640942,0.1665629711197965,6.305503822755847e-05,counterfactual
43,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2203175729758879,0.015141067577463349,0.018789536120605632,heldout
43,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.23080873315082104,0.014756916805603811,0.022477590166808486,heldout
43,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15313106188463146,0.14693967363155508,0.1218914857668239,none
43,true_stable,stable after matching,VeraDM,1,0,1,0.1476711771094532,0.1546040432307985,0.12546672116100505,none
44,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18840043449367552,0.17909710086315478,0.0032963235913445695,counterfactual
44,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1763879106451548,0.1887279950715841,0.0005697871097147727,counterfactual
44,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20302319288430531,0.012465909702905212,0.03593066175910273,heldout
44,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2122626576082238,0.02656687171761403,0.013600363739442574,heldout
44,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16357048677697658,0.15989944947554377,0.13502768401707924,none
44,true_stable,stable after matching,VeraDM,1,0,1,0.17817965580067738,0.1424238868393695,0.12975189732669032,none
45,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17969908541750468,0.166058177048831,-0.0050502722559671144,counterfactual
45,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17680574282861206,0.17991250656728935,-0.0062655477128170465,counterfactual
45,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2126275209807995,0.01605780847551714,0.02022051899900173,heldout
45,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2158366692044235,0.0067736154087296736,0.008112347194396961,heldout
45,true_stable,stable after matching,StableEnv-BH,1,0,1,0.155207968524492,0.15176817354777133,0.12988685959972385,none
45,true_stable,stable after matching,VeraDM,1,0,1,0.16625678916858075,0.14464887335857027,0.11820806036657401,none
46,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16728762261028307,0.1618358925434261,-0.0007838173037401443,counterfactual
46,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1827473774233108,0.1747831928716209,0.0053108931352036735,counterfactual
46,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2124127167204166,0.001880432152161899,0.015877987783815273,heldout
46,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20556142296660485,-1.3377576428994994e-05,0.016549110609737357,heldout
46,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16687814188105918,0.14722082777544712,0.12653558711973248,none
46,true_stable,stable after matching,VeraDM,1,0,1,0.15901397008660684,0.15502762610326573,0.1375930031133939,none
47,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18824429925076747,0.17114454028286494,-0.009390803803380839,counterfactual
47,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16754439639603247,0.16734461880398088,-0.0034233826403548924,counterfactual
47,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.1964737456706281,0.018610945683373067,0.01580403820987093,heldout
47,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20987738977501016,0.008997352896353568,0.024609626442730383,heldout
47,true_stable,stable after matching,StableEnv-BH,1,0,1,0.13916365907910405,0.1335090824640451,0.13699850804173183,none
47,true_stable,stable after matching,VeraDM,1,0,1,0.15791461962318662,0.15030054095549536,0.12668870021313602,none
48,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1841807785632688,0.1692372387622937,0.013568669622448052,counterfactual
48,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16144590749161647,0.17159237619801493,-0.016115168324550854,counterfactual
48,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21307419071926534,0.013629908611596978,0.031699916019021904,heldout
48,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2041712774524363,0.031927106049472145,0.008836481578446038,heldout
48,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16695957420360785,0.15269907273558705,0.1280721303360471,none
48,true_stable,stable after matching,VeraDM,1,0,1,0.1637380112727114,0.13662859581146805,0.11917218456877701,none
49,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1828092254401032,0.1691768031752033,0.007089927953872352,counterfactual
49,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1777445326523329,0.1696965738004477,0.001774341181955585,counterfactual
49,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2003970159502391,0.014924711354705574,0.029137456729668658,heldout
49,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20509115611025266,0.013653684427073303,0.023984717010333903,heldout
49,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16899745434895044,0.1566203549555214,0.13045295480197916,none
49,true_stable,stable after matching,VeraDM,1,0,1,0.15949660430220525,0.16278618565286262,0.1296037412077525,none
50,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1812142739028571,0.1667054207714157,-0.004662637774535031,counterfactual
50,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18915871099831416,0.1850508048590122,0.003511632071910674,counterfactual
50,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20250746714074191,0.02304201115716086,0.014814087767977222,heldout
50,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2168166148328326,-0.007866894929202643,0.029728955439463883,heldout
50,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15917919524981336,0.1372586378553604,0.1500554664746181,none
50,true_stable,stable after matching,VeraDM,1,0,1,0.1806927204987273,0.13286344839035485,0.1323101322887068,none
51,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1815804197748251,0.17308834690633446,-0.007078079211450823,counterfactual
51,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17150425571861144,0.14942552598175396,-0.008212485917070198,counterfactual
51,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2079531032538539,0.00031033911555208155,0.016590020631637673,heldout
51,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20548986273403957,0.015216098051569708,0.01016569212684368,heldout
51,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1760978722219759,0.15156487721137854,0.140616220676256,none
51,true_stable,stable after matching,VeraDM,1,0,1,0.16377469447533513,0.13444503177312392,0.12711336503506365,none
52,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17469946759113883,0.14990930772503241,0.008389011848603562,counterfactual
52,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16044480907359723,0.16935634828507468,-0.007550991475070358,counterfactual
52,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20928307283703743,0.011015901674434773,0.018967786623514837,heldout
52,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22167450365655317,0.010536857216666626,0.02148832718901285,heldout
52,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1554753308581508,0.14171520161136952,0.13888931506570315,none
52,true_stable,stable after matching,VeraDM,1,0,1,0.16425737609758537,0.15734249073563392,0.12795266605708328,none
53,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17104611332061656,0.16525076076101783,-0.01247321731293916,counterfactual
53,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.15435051970089217,0.17761020563640165,0.005785856352064238,counterfactual
53,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20368246506065402,0.015310042688727895,0.0067408977199927885,heldout
53,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21718105760518575,0.011367181835975543,0.01910914508136412,heldout
53,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1552535342115165,0.1475585128550731,0.13229982737252993,none
53,true_stable,stable after matching,VeraDM,1,0,1,0.1536858691852935,0.1349293152710615,0.14409810372549137,none
54,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18930543243343373,0.17015008498503417,-0.01172719089099377,counterfactual
54,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18535230960388704,0.17525279635526325,-0.001619011685680999,counterfactual
54,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20051969354520452,0.0029337695895621197,0.014490685005412346,heldout
54,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21065368267231047,-0.002581351442797957,0.026892261796646354,heldout
54,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1799690420410996,0.15670219431706822,0.1304868832024678,none
54,true_stable,stable after matching,VeraDM,1,0,1,0.161951812351282,0.14734310784196736,0.130558491983605,none
55,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18184740854288367,0.18249202633936082,-0.004751855548784243,counterfactual
55,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1763267816617759,0.17646779281916006,-0.007900342462978239,counterfactual
55,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2060345519214742,0.01063041271053983,0.007394133709425986,heldout
55,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21287048487714086,0.019110047418846046,0.03536155843079741,heldout
55,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1584215335969988,0.1625044871268304,0.12719903239466565,none
55,true_stable,stable after matching,VeraDM,1,0,1,0.15632154789789704,0.13320322191691936,0.1299594711012335,none
56,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.181396807986612,0.18601911840510313,-0.0005326935313052904,counterfactual
56,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16587538981196082,0.1663399439362558,-0.021939397534027287,counterfactual
56,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2245451233197697,-0.005062572465024142,0.025253978383308298,heldout
56,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.23601680451231694,-0.001156653140781146,0.017403269603162914,heldout
56,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16937801957774012,0.15625677393988524,0.1382837442253807,none
56,true_stable,stable after matching,VeraDM,1,0,1,0.14794651075610546,0.14159805687431287,0.1229155359014063,none
57,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17844174308158284,0.183266607558078,0.0033176798781899674,counterfactual
57,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18189887636817403,0.1764588795152985,-0.0009671539298830216,counterfactual
57,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21549164058774206,0.02301435109901835,0.021940123200318,heldout
57,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.22190619540426726,0.00022993182569744364,0.0006395916561871343,heldout
57,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17044913153958946,0.15079826240449323,0.12930311626516947,none
57,true_stable,stable after matching,VeraDM,1,0,1,0.15005604611676635,0.15038740350699217,0.1296606271810201,none
58,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1837191910514635,0.16297098959674275,0.0014251588297049338,counterfactual
58,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16847415736300464,0.17420337490109844,0.005138230629445745,counterfactual
58,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20620034331407666,0.005769685947709115,0.025091311040796843,heldout
58,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20153745264059894,0.028429761486225086,0.03199400454052043,heldout
58,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16479710702319336,0.12839478470453902,0.12628271545147102,none
58,true_stable,stable after matching,VeraDM,1,0,1,0.16087825980970855,0.1411374570611611,0.1292631110526061,none
59,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1735958880783611,0.14953640638217425,0.010962465335693783,counterfactual
59,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17831060331388612,0.17258145691360408,-0.018613333537630776,counterfactual
59,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20426490622048796,0.010223107277743452,0.011585191859739559,heldout
59,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20401353777745493,0.01898233265440364,0.030086986603473,heldout
59,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1551370505455138,0.14457398977478003,0.129851264306966,none
59,true_stable,stable after matching,VeraDM,1,0,1,0.15773595728711173,0.1344341792511911,0.11893976536798326,none
60,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.19478917644220017,0.16806228504999388,0.007883684581383252,counterfactual
60,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18513393470957534,0.16831912890808148,-0.0052070488635854225,counterfactual
60,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.1820722073456238,-0.006224232934392325,0.026778188128366593,heldout
60,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20630336901591503,-0.004137698586555398,0.021388407298604185,heldout
60,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16339324952934176,0.14913537237158533,0.1251910629477475,none
60,true_stable,stable after matching,VeraDM,1,0,1,0.16309162782873346,0.14966790844529365,0.13653439519586702,none
61,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.16879853084335852,0.1696175576139675,0.006311518047187222,counterfactual
61,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18330587108951257,0.16484322190377193,-0.005527354961011913,counterfactual
61,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20968908033620923,0.027172211528304575,0.012122439529534491,heldout
61,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2030006289712215,0.005363425058837896,0.021905157017988286,heldout
61,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15965554116225678,0.17237782318851644,0.13729444486979692,none
61,true_stable,stable after matching,VeraDM,1,0,1,0.16225827927861866,0.13605893781026196,0.1314785360481739,none
62,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1822529639485379,0.14678891076281533,0.005936825180679575,counterfactual
62,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17310614514941725,0.1823158697609224,0.003876918233242039,counterfactual
62,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.22303417920783836,0.0006876784048542688,0.029754348952721103,heldout
62,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21721836677323628,0.00013032201673274235,0.021612129922251304,heldout
62,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17141934806439768,0.15411575991316762,0.1353990714287516,none
62,true_stable,stable after matching,VeraDM,1,0,1,0.16455387706148658,0.13979749243139497,0.13986546030481198,none
63,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17517494857123445,0.1762970739472712,0.0007312057488077332,counterfactual
63,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16186615178070055,0.17615030911112262,0.0030169420335927704,counterfactual
63,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21132349133877137,0.010053108684635803,0.017107498165916255,heldout
63,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.1853230958166017,-0.0037596995461545053,0.022287409871141004,heldout
63,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15629199273767735,0.15517287051009784,0.11727697087162424,none
63,true_stable,stable after matching,VeraDM,1,0,1,0.16071774710257264,0.16631090007177662,0.119036427807175,none
64,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17952335991592192,0.1670443591763118,0.012476441020368743,counterfactual
64,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18139453850203635,0.17862251763845763,0.004580679644155364,counterfactual
64,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20726784198664908,0.004633084046680863,0.010849408820926897,heldout
64,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20101218143675492,0.00992612135045551,0.018619739050145342,heldout
64,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16156707274639998,0.14692033969053406,0.14371079559360614,none
64,true_stable,stable after matching,VeraDM,1,0,1,0.15908262029726677,0.14580195408487626,0.11831321740947039,none
65,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18521656842081421,0.17041886391527022,0.008061999850056886,counterfactual
65,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1570108980207653,0.17782888776431732,-0.01051696918797136,counterfactual
65,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2004304268219277,0.016804398104382803,0.018845002160477804,heldout
65,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2117341245403436,-0.0018369213850250032,0.032124096943727365,heldout
65,true_stable,stable after matching,StableEnv-BH,1,0,1,0.15301688185987977,0.1553839469308547,0.1385211378164828,none
65,true_stable,stable after matching,VeraDM,1,0,1,0.18167194723423602,0.1544143897947481,0.11811459652792988,none
66,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.194264064778417,0.16279373145563725,-0.002907337032473398,counterfactual
66,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.19655339959096613,0.16741308259853566,-0.0015237603023428416,counterfactual
66,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.22717036984042033,0.009210263764997907,0.013398255182886065,heldout
66,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.20836673297975514,0.011654966446730256,0.03046867975881607,heldout
66,true_stable,stable after matching,StableEnv-BH,1,0,1,0.17436523613300162,0.1492116347631336,0.1271546877522026,none
66,true_stable,stable after matching,VeraDM,1,0,1,0.15763130418416257,0.15011031255474766,0.1276769376835237,none
67,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18772563659389757,0.17710370294063976,0.0038560650881276108,counterfactual
67,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17059848078552536,0.15981519695493732,0.0011658663025538058,counterfactual
67,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21175851927972736,0.018942333122766095,0.020562069307375492,heldout
67,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2179497565365549,0.01735286561087639,0.01705181262806524,heldout
67,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16708120772006738,0.14586765425964845,0.1180909879773469,none
67,true_stable,stable after matching,VeraDM,1,0,1,0.1701313832491263,0.1439864188482131,0.14168523306643688,none
68,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.17981728460667093,0.1857959325335994,0.005075706434270527,counterfactual
68,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17621959335582865,0.17821419109873338,-0.006472902347233577,counterfactual
68,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.2023461889930953,0.01722598097270148,0.022381668985065526,heldout
68,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21756600020297376,0.03149726116655683,0.012265867025139696,heldout
68,true_stable,stable after matching,StableEnv-BH,1,0,1,0.14264635031172895,0.14118473857708788,0.12634618039026188,none
68,true_stable,stable after matching,VeraDM,1,0,1,0.17914715587440128,0.1662093035958182,0.15368031902401003,none
69,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.15835736147673973,0.1767032510778118,-0.008646043689736838,counterfactual
69,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18451011737922388,0.16614302847811804,-0.0067379933712647345,counterfactual
69,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21052643677454555,0.01117408932252207,0.008272235933584922,heldout
69,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21646874749968478,0.014637670306894435,0.02146030835282345,heldout
69,true_stable,stable after matching,StableEnv-BH,1,0,1,0.16033842621616834,0.13712048128694354,0.1248176965704995,none
69,true_stable,stable after matching,VeraDM,1,0,1,0.15814589097521925,0.146274265256705,0.10490729753523044,none
70,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18183487305853485,0.16835666972219993,0.00743064591979915,counterfactual
70,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.1867699482144882,0.16255877413831818,0.0041260628776173675,counterfactual
70,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.19940642124334984,0.01018004225186996,0.024741263786702536,heldout
70,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.2115067795995761,0.016290863414318128,0.020339944805685815,heldout
70,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1592064390972072,0.1718794825698107,0.12764702245547435,none
70,true_stable,stable after matching,VeraDM,1,0,1,0.1597426656912674,0.15298416813676435,0.13291191731072874,none
71,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.1746078021829035,0.17561797814674204,-0.008980471600799166,counterfactual
71,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.18436583032285828,0.15981379840476684,0.0016280312958437775,counterfactual
71,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.21300015752995913,0.0025880156107019334,0.026677861638732474,heldout
71,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.214390178927045,0.003113876551395965,0.01976702677790178,heldout
71,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1502435863691148,0.15188848880328393,0.13727214534460438,none
71,true_stable,stable after matching,VeraDM,1,0,1,0.17172751867247754,0.15257840128927885,0.14093224730725284,none
72,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.19439921165602805,0.18114279917521048,0.005272701001653846,counterfactual
72,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.16642438894334943,0.16884487405093762,0.0080136815365084,counterfactual
72,shifted_shortcut,"validation positive, held-out null",StableEnv-BH,0,0,0,0.20111680779382515,0.006459421598497866,0.009423351395039548,heldout
72,shifted_shortcut,"validation positive, held-out null",VeraDM,0,0,0,0.21242184787746804,0.030121210476775573,0.019990203609231125,heldout
72,true_stable,stable after matching,StableEnv-BH,1,0,1,0.1595043672183201,0.14843848655141834,0.12090586663042234,none
72,true_stable,stable after matching,VeraDM,1,0,1,0.18488022007166474,0.1505558947581907,0.12427797184284821,none
73,stable_confounder,"marginal stable, matched null",StableEnv-BH,1,1,0,0.18233835583101074,0.178205216692243,-0.006651166408247432,counterfactual
73,stable_confounder,"marginal stable, matched null",VeraDM,0,0,0,0.17974198446317297,0.1734387888266401,0.0028906222995050213,counterfactual
