participant_id,order,item_id,condition,prompt,response_action,confidence_1_to_5,time_seconds,notes
P09,3,healthcare_10,evidence_card,"Claim: IF x19 = 1 THEN y = 1 decreases | Query: diab_no_prior_utilization = 1 -> P(y=1) decreases | Validation support/effect: 0.532/-0.063 | q: 0.003 | Matched contrast: -0.062 | Held-out support/effect/CI: 0.495/-0.061/[-0.067,-0.054] | Verifier decision: accepted | Reason: passes all verification gates",act,4,62,
P09,4,bike_06,prose_only,"In the Bike data, the rule 'bike_bad_weather AND bike_humidity_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,4,25,
P09,5,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",act,4,56,
P09,6,bike_07,prose_only,"In the Bike data, the rule 'bike_winter AND bike_night -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,3,17,
P09,7,bank_04,evidence_card,"Claim: IF x10 = 1 THEN y = 1 increases | Query: bank_contact_cellular = 1 -> P(y=1) increases | Validation support/effect: 0.899/0.031 | q: 0.003 | Matched contrast: 0.029 | Held-out support/effect/CI: 0.896/-0.018/[-0.051,0.018] | Verifier decision: rejected | Reason: weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,26,
P09,8,bank_03,prose_only,"In the Bank data, the rule 'bank_poutcome_success -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,4,28,
P09,9,healthcare_09,evidence_card,"Claim: IF x7 = 1 THEN y = 1 increases | Query: diab_inpatient_prior = 1 -> P(y=1) increases | Validation support/effect: 0.333/0.079 | q: 0.003 | Matched contrast: 0.078 | Held-out support/effect/CI: 0.354/0.078/[0.070,0.085] | Verifier decision: accepted | Reason: passes all verification gates",act,5,59,
P09,10,bank_01,prose_only,"In the Bank data, the rule 'bank_duration_ge_300 AND bank_euribor_low -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,2,19,
P09,11,bike_08,evidence_card,"Claim: IF x13 = 1 AND x10 = 1 THEN y = 1 decreases | Query: bike_wind_high = 1 AND bike_temp_high = 1 -> P(y=1) decreases | Validation support/effect: 0.037/0.187 | q: 1.000 | Matched contrast: 0.338 | Held-out support/effect/CI: 0.038/0.374/[0.335,0.415] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,58,
P09,12,bank_02,prose_only,"In the Bank data, the rule 'bank_job_blue_collar AND bank_campaign_gt_2 -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,4,49,
P10,1,healthcare_09,prose_only,"In the Healthcare data, the rule 'diab_inpatient_prior -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,5,20,
P10,2,bike_08,evidence_card,"Claim: IF x13 = 1 AND x10 = 1 THEN y = 1 decreases | Query: bike_wind_high = 1 AND bike_temp_high = 1 -> P(y=1) decreases | Validation support/effect: 0.037/0.187 | q: 1.000 | Matched contrast: 0.338 | Held-out support/effect/CI: 0.038/0.374/[0.335,0.415] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,74,
P10,3,healthcare_10,prose_only,"In the Healthcare data, the rule 'diab_no_prior_utilization -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,2,34,
P10,4,bike_06,evidence_card,"Claim: IF x9 = 1 AND x12 = 1 THEN y = 1 decreases | Query: bike_bad_weather = 1 AND bike_humidity_high = 1 -> P(y=1) decreases | Validation support/effect: 0.079/-0.251 | q: 0.003 | Matched contrast: -0.248 | Held-out support/effect/CI: 0.056/-0.331/[-0.363,-0.294] | Verifier decision: accepted | Reason: passes all verification gates",act,4,66,
P10,5,healthcare_11,prose_only,"In the Healthcare data, the rule 'diab_admission_emergency -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,5,21,
P10,6,healthcare_12,evidence_card,"Claim: IF x2 = 1 THEN y = 1 increases | Query: diab_num_lab_procedures_ge_60 = 1 -> P(y=1) increases | Validation support/effect: 0.170/0.012 | q: 0.006 | Matched contrast: 0.009 | Held-out support/effect/CI: 0.236/0.005/[-0.003,0.013] | Verifier decision: rejected | Reason: matched counterfactual contrast is weak; held-out effect does not replicate",act,2,34,
P10,7,bike_07,prose_only,"In the Bike data, the rule 'bike_winter AND bike_night -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,2,38,
P10,8,bank_01,evidence_card,"Claim: IF x13 = 1 AND x21 = 1 THEN y = 1 increases | Query: bank_duration_ge_300 = 1 AND bank_euribor_low = 1 -> P(y=1) increases | Validation support/effect: 0.036/0.588 | q: 0.003 | Matched contrast: 0.580 | Held-out support/effect/CI: 0.037/0.578/[0.504,0.654] | Verifier decision: accepted | Reason: passes all verification gates",act,4,74,
P10,9,bank_04,prose_only,"In the Bank data, the rule 'bank_contact_cellular -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,2,29,
P10,10,bank_02,evidence_card,"Claim: IF x3 = 1 AND x15 = 1 THEN y = 1 decreases | Query: bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases | Validation support/effect: 0.068/-0.042 | q: 0.003 | Matched contrast: -0.040 | Held-out support/effect/CI: 0.029/-0.053/[-0.088,-0.008] | Verifier decision: accepted | Reason: passes all verification gates",act,3,48,
P10,11,bank_03,prose_only,"In the Bank data, the rule 'bank_poutcome_success -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,3,26,
P10,12,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",act,5,46,
P11,1,healthcare_10,evidence_card,"Claim: IF x19 = 1 THEN y = 1 decreases | Query: diab_no_prior_utilization = 1 -> P(y=1) decreases | Validation support/effect: 0.532/-0.063 | q: 0.003 | Matched contrast: -0.062 | Held-out support/effect/CI: 0.495/-0.061/[-0.067,-0.054] | Verifier decision: accepted | Reason: passes all verification gates",act,4,38,
P11,2,bike_08,prose_only,"In the Bike data, the rule 'bike_wind_high AND bike_temp_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,4,37,
P11,3,healthcare_12,evidence_card,"Claim: IF x2 = 1 THEN y = 1 increases | Query: diab_num_lab_procedures_ge_60 = 1 -> P(y=1) increases | Validation support/effect: 0.170/0.012 | q: 0.006 | Matched contrast: 0.009 | Held-out support/effect/CI: 0.236/0.005/[-0.003,0.013] | Verifier decision: rejected | Reason: matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,3,73,
P11,4,bank_01,prose_only,"In the Bank data, the rule 'bank_duration_ge_300 AND bank_euribor_low -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,5,46,
P11,5,healthcare_11,evidence_card,"Claim: IF x13 = 1 THEN y = 1 increases | Query: diab_admission_emergency = 1 -> P(y=1) increases | Validation support/effect: 0.712/0.006 | q: 0.105 | Matched contrast: 0.005 | Held-out support/effect/CI: 0.755/0.019/[0.012,0.026] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak",do_not_act,3,31,
P11,6,bank_04,prose_only,"In the Bank data, the rule 'bank_contact_cellular -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,3,23,
P11,7,bike_06,evidence_card,"Claim: IF x9 = 1 AND x12 = 1 THEN y = 1 decreases | Query: bike_bad_weather = 1 AND bike_humidity_high = 1 -> P(y=1) decreases | Validation support/effect: 0.079/-0.251 | q: 0.003 | Matched contrast: -0.248 | Held-out support/effect/CI: 0.056/-0.331/[-0.363,-0.294] | Verifier decision: accepted | Reason: passes all verification gates",act,4,26,
P11,8,healthcare_09,prose_only,"In the Healthcare data, the rule 'diab_inpatient_prior -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,5,34,
P11,9,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",act,4,51,
P11,10,bank_02,prose_only,"In the Bank data, the rule 'bank_job_blue_collar AND bank_campaign_gt_2 -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,3,36,
P11,11,bike_07,evidence_card,"Claim: IF x15 = 1 AND x6 = 1 THEN y = 1 decreases | Query: bike_winter = 1 AND bike_night = 1 -> P(y=1) decreases | Validation support/effect: 0.014/-0.340 | q: 0.003 | Matched contrast: -0.292 | Held-out support/effect/CI: 0.061/-0.518/[-0.527,-0.506] | Verifier decision: rejected | Reason: insufficient support",act,2,40,
P11,12,bank_03,prose_only,"In the Bank data, the rule 'bank_poutcome_success -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,5,12,
P12,1,healthcare_12,prose_only,"In the Healthcare data, the rule 'diab_num_lab_procedures_ge_60 -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,4,35,
P12,2,bike_06,evidence_card,"Claim: IF x9 = 1 AND x12 = 1 THEN y = 1 decreases | Query: bike_bad_weather = 1 AND bike_humidity_high = 1 -> P(y=1) decreases | Validation support/effect: 0.079/-0.251 | q: 0.003 | Matched contrast: -0.248 | Held-out support/effect/CI: 0.056/-0.331/[-0.363,-0.294] | Verifier decision: accepted | Reason: passes all verification gates",act,4,63,
P12,3,bike_07,prose_only,"In the Bike data, the rule 'bike_winter AND bike_night -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,3,31,
P12,4,bank_01,evidence_card,"Claim: IF x13 = 1 AND x21 = 1 THEN y = 1 increases | Query: bank_duration_ge_300 = 1 AND bank_euribor_low = 1 -> P(y=1) increases | Validation support/effect: 0.036/0.588 | q: 0.003 | Matched contrast: 0.580 | Held-out support/effect/CI: 0.037/0.578/[0.504,0.654] | Verifier decision: accepted | Reason: passes all verification gates",act,5,44,
P12,5,bank_03,prose_only,"In the Bank data, the rule 'bank_poutcome_success -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,4,47,
P12,6,bank_02,evidence_card,"Claim: IF x3 = 1 AND x15 = 1 THEN y = 1 decreases | Query: bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases | Validation support/effect: 0.068/-0.042 | q: 0.003 | Matched contrast: -0.040 | Held-out support/effect/CI: 0.029/-0.053/[-0.088,-0.008] | Verifier decision: accepted | Reason: passes all verification gates",act,5,66,
P12,7,bike_08,prose_only,"In the Bike data, the rule 'bike_wind_high AND bike_temp_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,2,48,
P12,8,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",act,3,43,
P12,9,healthcare_10,prose_only,"In the Healthcare data, the rule 'diab_no_prior_utilization -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,5,49,
P12,10,bank_04,evidence_card,"Claim: IF x10 = 1 THEN y = 1 increases | Query: bank_contact_cellular = 1 -> P(y=1) increases | Validation support/effect: 0.899/0.031 | q: 0.003 | Matched contrast: 0.029 | Held-out support/effect/CI: 0.896/-0.018/[-0.051,0.018] | Verifier decision: rejected | Reason: weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,53,
P12,11,healthcare_11,prose_only,"In the Healthcare data, the rule 'diab_admission_emergency -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,4,44,
P12,12,healthcare_09,evidence_card,"Claim: IF x7 = 1 THEN y = 1 increases | Query: diab_inpatient_prior = 1 -> P(y=1) increases | Validation support/effect: 0.333/0.079 | q: 0.003 | Matched contrast: 0.078 | Held-out support/effect/CI: 0.354/0.078/[0.070,0.085] | Verifier decision: accepted | Reason: passes all verification gates",act,4,66,
P13,1,bank_03,evidence_card,"Claim: IF x18 = 1 THEN y = 1 increases | Query: bank_poutcome_success = 1 -> P(y=1) increases | Validation support/effect: 0.023/0.610 | q: 0.003 | Matched contrast: 0.592 | Held-out support/effect/CI: 0.040/0.494/[0.417,0.571] | Verifier decision: rejected | Reason: insufficient support",do_not_act,4,29,
P13,2,healthcare_12,prose_only,"In the Healthcare data, the rule 'diab_num_lab_procedures_ge_60 -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,2,31,
P13,3,bank_02,evidence_card,"Claim: IF x3 = 1 AND x15 = 1 THEN y = 1 decreases | Query: bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases | Validation support/effect: 0.068/-0.042 | q: 0.003 | Matched contrast: -0.040 | Held-out support/effect/CI: 0.029/-0.053/[-0.088,-0.008] | Verifier decision: accepted | Reason: passes all verification gates",act,4,33,
P13,4,bank_01,prose_only,"In the Bank data, the rule 'bank_duration_ge_300 AND bank_euribor_low -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,4,42,
P13,5,healthcare_09,evidence_card,"Claim: IF x7 = 1 THEN y = 1 increases | Query: diab_inpatient_prior = 1 -> P(y=1) increases | Validation support/effect: 0.333/0.079 | q: 0.003 | Matched contrast: 0.078 | Held-out support/effect/CI: 0.354/0.078/[0.070,0.085] | Verifier decision: accepted | Reason: passes all verification gates",act,3,53,
P13,6,bike_06,prose_only,"In the Bike data, the rule 'bike_bad_weather AND bike_humidity_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,4,36,
P13,7,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",act,4,33,
P13,8,healthcare_11,prose_only,"In the Healthcare data, the rule 'diab_admission_emergency -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,3,18,
P13,9,bank_04,evidence_card,"Claim: IF x10 = 1 THEN y = 1 increases | Query: bank_contact_cellular = 1 -> P(y=1) increases | Validation support/effect: 0.899/0.031 | q: 0.003 | Matched contrast: 0.029 | Held-out support/effect/CI: 0.896/-0.018/[-0.051,0.018] | Verifier decision: rejected | Reason: weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,35,
P13,10,bike_08,prose_only,"In the Bike data, the rule 'bike_wind_high AND bike_temp_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,3,15,
P13,11,bike_07,evidence_card,"Claim: IF x15 = 1 AND x6 = 1 THEN y = 1 decreases | Query: bike_winter = 1 AND bike_night = 1 -> P(y=1) decreases | Validation support/effect: 0.014/-0.340 | q: 0.003 | Matched contrast: -0.292 | Held-out support/effect/CI: 0.061/-0.518/[-0.527,-0.506] | Verifier decision: rejected | Reason: insufficient support",do_not_act,3,53,
P13,12,healthcare_10,prose_only,"In the Healthcare data, the rule 'diab_no_prior_utilization -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,5,45,
P14,1,bank_03,prose_only,"In the Bank data, the rule 'bank_poutcome_success -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,3,40,
P14,2,bank_02,evidence_card,"Claim: IF x3 = 1 AND x15 = 1 THEN y = 1 decreases | Query: bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases | Validation support/effect: 0.068/-0.042 | q: 0.003 | Matched contrast: -0.040 | Held-out support/effect/CI: 0.029/-0.053/[-0.088,-0.008] | Verifier decision: accepted | Reason: passes all verification gates",act,5,59,
P14,3,healthcare_11,prose_only,"In the Healthcare data, the rule 'diab_admission_emergency -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,4,42,
P14,4,healthcare_09,evidence_card,"Claim: IF x7 = 1 THEN y = 1 increases | Query: diab_inpatient_prior = 1 -> P(y=1) increases | Validation support/effect: 0.333/0.079 | q: 0.003 | Matched contrast: 0.078 | Held-out support/effect/CI: 0.354/0.078/[0.070,0.085] | Verifier decision: accepted | Reason: passes all verification gates",act,4,64,
P14,5,bike_07,prose_only,"In the Bike data, the rule 'bike_winter AND bike_night -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,5,27,
P14,6,bank_01,evidence_card,"Claim: IF x13 = 1 AND x21 = 1 THEN y = 1 increases | Query: bank_duration_ge_300 = 1 AND bank_euribor_low = 1 -> P(y=1) increases | Validation support/effect: 0.036/0.588 | q: 0.003 | Matched contrast: 0.580 | Held-out support/effect/CI: 0.037/0.578/[0.504,0.654] | Verifier decision: accepted | Reason: passes all verification gates",act,3,69,
P14,7,bike_05,prose_only,"In the Bike data, the rule 'bike_workingday AND bike_evening_peak -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,4,33,
P14,8,healthcare_10,evidence_card,"Claim: IF x19 = 1 THEN y = 1 decreases | Query: diab_no_prior_utilization = 1 -> P(y=1) decreases | Validation support/effect: 0.532/-0.063 | q: 0.003 | Matched contrast: -0.062 | Held-out support/effect/CI: 0.495/-0.061/[-0.067,-0.054] | Verifier decision: accepted | Reason: passes all verification gates",act,3,32,
P14,9,healthcare_12,prose_only,"In the Healthcare data, the rule 'diab_num_lab_procedures_ge_60 -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,5,21,
P14,10,bike_06,evidence_card,"Claim: IF x9 = 1 AND x12 = 1 THEN y = 1 decreases | Query: bike_bad_weather = 1 AND bike_humidity_high = 1 -> P(y=1) decreases | Validation support/effect: 0.079/-0.251 | q: 0.003 | Matched contrast: -0.248 | Held-out support/effect/CI: 0.056/-0.331/[-0.363,-0.294] | Verifier decision: accepted | Reason: passes all verification gates",act,3,50,
P14,11,bike_08,prose_only,"In the Bike data, the rule 'bike_wind_high AND bike_temp_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,5,38,
P14,12,bank_04,evidence_card,"Claim: IF x10 = 1 THEN y = 1 increases | Query: bank_contact_cellular = 1 -> P(y=1) increases | Validation support/effect: 0.899/0.031 | q: 0.003 | Matched contrast: 0.029 | Held-out support/effect/CI: 0.896/-0.018/[-0.051,0.018] | Verifier decision: rejected | Reason: weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,5,48,
P15,1,bank_01,evidence_card,"Claim: IF x13 = 1 AND x21 = 1 THEN y = 1 increases | Query: bank_duration_ge_300 = 1 AND bank_euribor_low = 1 -> P(y=1) increases | Validation support/effect: 0.036/0.588 | q: 0.003 | Matched contrast: 0.580 | Held-out support/effect/CI: 0.037/0.578/[0.504,0.654] | Verifier decision: accepted | Reason: passes all verification gates",do_not_act,2,72,
P15,2,healthcare_12,prose_only,"In the Healthcare data, the rule 'diab_num_lab_procedures_ge_60 -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,5,12,
P15,3,bike_05,evidence_card,"Claim: IF x1 = 1 AND x4 = 1 THEN y = 1 increases | Query: bike_workingday = 1 AND bike_evening_peak = 1 -> P(y=1) increases | Validation support/effect: 0.114/0.592 | q: 0.003 | Matched contrast: 0.591 | Held-out support/effect/CI: 0.114/0.512/[0.494,0.531] | Verifier decision: accepted | Reason: passes all verification gates",do_not_act,3,72,
P15,4,bike_07,prose_only,"In the Bike data, the rule 'bike_winter AND bike_night -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,5,46,
P15,5,bike_08,evidence_card,"Claim: IF x13 = 1 AND x10 = 1 THEN y = 1 decreases | Query: bike_wind_high = 1 AND bike_temp_high = 1 -> P(y=1) decreases | Validation support/effect: 0.037/0.187 | q: 1.000 | Matched contrast: 0.338 | Held-out support/effect/CI: 0.038/0.374/[0.335,0.415] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,55,
P15,6,bank_02,prose_only,"In the Bank data, the rule 'bank_job_blue_collar AND bank_campaign_gt_2 -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,5,43,
P15,7,healthcare_11,evidence_card,"Claim: IF x13 = 1 THEN y = 1 increases | Query: diab_admission_emergency = 1 -> P(y=1) increases | Validation support/effect: 0.712/0.006 | q: 0.105 | Matched contrast: 0.005 | Held-out support/effect/CI: 0.755/0.019/[0.012,0.026] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak",do_not_act,4,66,
P15,8,bike_06,prose_only,"In the Bike data, the rule 'bike_bad_weather AND bike_humidity_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,3,22,
P15,9,bank_04,evidence_card,"Claim: IF x10 = 1 THEN y = 1 increases | Query: bank_contact_cellular = 1 -> P(y=1) increases | Validation support/effect: 0.899/0.031 | q: 0.003 | Matched contrast: 0.029 | Held-out support/effect/CI: 0.896/-0.018/[-0.051,0.018] | Verifier decision: rejected | Reason: weak validation effect; matched counterfactual contrast is weak; held-out effect does not replicate",act,2,63,
P15,10,healthcare_09,prose_only,"In the Healthcare data, the rule 'diab_inpatient_prior -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,5,49,
P15,11,bank_03,evidence_card,"Claim: IF x18 = 1 THEN y = 1 increases | Query: bank_poutcome_success = 1 -> P(y=1) increases | Validation support/effect: 0.023/0.610 | q: 0.003 | Matched contrast: 0.592 | Held-out support/effect/CI: 0.040/0.494/[0.417,0.571] | Verifier decision: rejected | Reason: insufficient support",do_not_act,3,29,
P15,12,healthcare_10,prose_only,"In the Healthcare data, the rule 'diab_no_prior_utilization -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,4,41,
P16,1,bike_06,prose_only,"In the Bike data, the rule 'bike_bad_weather AND bike_humidity_high -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",act,4,36,
P16,2,bank_03,evidence_card,"Claim: IF x18 = 1 THEN y = 1 increases | Query: bank_poutcome_success = 1 -> P(y=1) increases | Validation support/effect: 0.023/0.610 | q: 0.003 | Matched contrast: 0.592 | Held-out support/effect/CI: 0.040/0.494/[0.417,0.571] | Verifier decision: rejected | Reason: insufficient support",do_not_act,5,44,
P16,3,bank_04,prose_only,"In the Bank data, the rule 'bank_contact_cellular -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,5,29,
P16,4,bike_07,evidence_card,"Claim: IF x15 = 1 AND x6 = 1 THEN y = 1 decreases | Query: bike_winter = 1 AND bike_night = 1 -> P(y=1) decreases | Validation support/effect: 0.014/-0.340 | q: 0.003 | Matched contrast: -0.292 | Held-out support/effect/CI: 0.061/-0.518/[-0.527,-0.506] | Verifier decision: rejected | Reason: insufficient support",do_not_act,5,40,
P16,5,healthcare_12,prose_only,"In the Healthcare data, the rule 'diab_num_lab_procedures_ge_60 -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,3,13,
P16,6,bank_01,evidence_card,"Claim: IF x13 = 1 AND x21 = 1 THEN y = 1 increases | Query: bank_duration_ge_300 = 1 AND bank_euribor_low = 1 -> P(y=1) increases | Validation support/effect: 0.036/0.588 | q: 0.003 | Matched contrast: 0.580 | Held-out support/effect/CI: 0.037/0.578/[0.504,0.654] | Verifier decision: accepted | Reason: passes all verification gates",act,3,46,
P16,7,bike_05,prose_only,"In the Bike data, the rule 'bike_workingday AND bike_evening_peak -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",act,3,14,
P16,8,healthcare_11,evidence_card,"Claim: IF x13 = 1 THEN y = 1 increases | Query: diab_admission_emergency = 1 -> P(y=1) increases | Validation support/effect: 0.712/0.006 | q: 0.105 | Matched contrast: 0.005 | Held-out support/effect/CI: 0.755/0.019/[0.012,0.026] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak",do_not_act,4,36,
P16,9,healthcare_09,prose_only,"In the Healthcare data, the rule 'diab_inpatient_prior -> outcome increases' appears to be associated with higher target probability in the validation data. Would you act on this rule?",do_not_act,2,27,
P16,10,bank_02,evidence_card,"Claim: IF x3 = 1 AND x15 = 1 THEN y = 1 decreases | Query: bank_job_blue_collar = 1 AND bank_campaign_gt_2 = 1 -> P(y=1) decreases | Validation support/effect: 0.068/-0.042 | q: 0.003 | Matched contrast: -0.040 | Held-out support/effect/CI: 0.029/-0.053/[-0.088,-0.008] | Verifier decision: accepted | Reason: passes all verification gates",act,3,60,
P16,11,healthcare_10,prose_only,"In the Healthcare data, the rule 'diab_no_prior_utilization -> outcome decreases' appears to be associated with lower target probability in the validation data. Would you act on this rule?",do_not_act,3,28,
P16,12,bike_08,evidence_card,"Claim: IF x13 = 1 AND x10 = 1 THEN y = 1 decreases | Query: bike_wind_high = 1 AND bike_temp_high = 1 -> P(y=1) decreases | Validation support/effect: 0.037/0.187 | q: 1.000 | Matched contrast: 0.338 | Held-out support/effect/CI: 0.038/0.374/[0.335,0.415] | Verifier decision: rejected | Reason: weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate",do_not_act,4,62,
