category,method,reason,seed,suite
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,LLMStress
uncompiled,FullVerifier,unknown feature x999,1,LLMStress
uncompiled,FullVerifier,hypothesis must contain an IF ... THEN ... structure,1,LLMStress
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
shifted,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support,1,ExhaustiveRules
shifted,StatisticalFilter,insufficient support; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
rare,StatisticalFilter,insufficient support; weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
true,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
redundant,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
null,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
shifted,FullVerifier,insufficient support,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
rare,FullVerifier,insufficient support,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,matched counterfactual contrast is weak,1,ExhaustiveRules
confounded,FullVerifier,matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,insufficient support; not significant after FDR correction,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
rare,FullVerifier,insufficient support; weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
true,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; held-out effect does not replicate,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
shifted,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
redundant,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,1,ExhaustiveRules
uncompiled,LLMOnly,unknown feature x999,2,LLMStress
uncompiled,LLMOnly,hypothesis must contain an IF ... THEN ... structure,2,LLMStress
shifted,StatisticalFilter,not significant after FDR correction,2,LLMStress
true,StatisticalFilter,not significant after FDR correction,2,LLMStress
shifted,StatisticalFilter,not significant after FDR correction,2,LLMStress
rare,StatisticalFilter,insufficient support; not significant after FDR correction,2,LLMStress
redundant,StatisticalFilter,not significant after FDR correction,2,LLMStress
true,StatisticalFilter,not significant after FDR correction,2,LLMStress
true,StatisticalFilter,not significant after FDR correction,2,LLMStress
redundant,StatisticalFilter,not significant after FDR correction,2,LLMStress
redundant,StatisticalFilter,not significant after FDR correction,2,LLMStress
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
confounded,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
null,StatisticalFilter,weak validation effect; not significant after FDR correction,2,LLMStress
uncompiled,StatisticalFilter,unknown feature x999,2,LLMStress
uncompiled,StatisticalFilter,hypothesis must contain an IF ... THEN ... structure,2,LLMStress
shifted,FullVerifier,not significant after FDR correction; held-out effect does not replicate,2,LLMStress
true,FullVerifier,not significant after FDR correction,2,LLMStress
shifted,FullVerifier,not significant after FDR correction; held-out effect does not replicate,2,LLMStress
rare,FullVerifier,insufficient support; not significant after FDR correction,2,LLMStress
redundant,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak,2,LLMStress
true,FullVerifier,not significant after FDR correction,2,LLMStress
true,FullVerifier,not significant after FDR correction,2,LLMStress
redundant,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak,2,LLMStress
redundant,FullVerifier,not significant after FDR correction; matched counterfactual contrast is weak,2,LLMStress
confounded,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,2,LLMStress
null,FullVerifier,not significant after FDR correction; held-out effect does not replicate,2,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,2,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,2,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,2,LLMStress
null,FullVerifier,weak validation effect; not significant after FDR correction; matched counterfactual contrast is weak; held-out effect does not replicate,2,LLMStress
